,Name,Average(joule),Standart deviation(%),Standart deviation(J),Min,Max,Average(alljoule),Time(s),Joule/sec,Run count
44,python3-1.problem0,2.9e+03,0.93,26.9,2.83e+03,2.96e+03,1e+04,28.29746153846,102,26
45,python3-2.problem0,5.89e+03,1.48,87.2,5.75e+03,6.06e+03,5.77e+04,205.11372,28.7,25
46,python3-1.problem1,5.11e+04,0.818,418,5e+04,5.18e+04,2.26e+05,691.2633076923,73.9,26
47,python3-2.problem1,4.37e+04,1.01,443,4.25e+04,4.47e+04,1.93e+05,588.774962963,74.2,27
48,python3-4.problem1,1.79e+04,0.326,58.3,1.78e+04,1.8e+04,4.92e+04,123.9825,145,26
49,python3-6.problem1,4.19e+04,1.88,787,4.02e+04,4.33e+04,4.32e+05,1544.304923077,27.1,26
50,python3-1.problem2,3.53e+03,2.4,84.6,3.36e+03,3.68e+03,3.69e+04,131.7145,26.8,26
51,python3-2.problem2,3.66e+03,2.23,81.9,3.49e+03,3.8e+03,3.79e+04,135.4084615385,27.1,26
52,python3-3.problem2,2.53e+03,1.76,44.6,2.44e+03,2.59e+03,2.61e+04,93.14065384615,27.2,26
53,python3-2.problem3,1.84e+04,1.19,219,1.81e+04,1.89e+04,6.55e+04,186.11564,99,25
54,python3-5.problem3,1.84e+04,0.436,80.4,1.82e+04,1.86e+04,5.02e+04,125.6537307692,147,26
55,python3-1.problem4,1.86e+04,1.39,259,1.81e+04,1.9e+04,1.9e+05,676.8887307692,27.5,26
56,python3-2.problem4,1.8e+04,1.52,274,1.73e+04,1.84e+04,1.86e+05,664.2383461538,27.1,26
57,python3-4.problem5,98.5,2.51,2.47,93.6,104,1.1e+03,3.945076923077,25,26
58,python3-6.problem5,65.8,4.31,2.84,59.9,73,764,2.760148148148,23.9,27
59,python3-5.problem6,1.26e+04,0.958,120,1.23e+04,1.29e+04,5.81e+04,180.2353703704,69.7,27
60,python3-6.problem6,1.6e+04,1.97,314,1.54e+04,1.65e+04,1.62e+05,578.7302083333,27.6,24
61,php-1.problem0,1.44e+04,2.37,341,1.38e+04,1.52e+04,1.39e+05,493.9751481481,29.2,27
62,php-2.problem0,1.4e+04,1.98,278,1.34e+04,1.49e+04,1.36e+05,481.6003703704,29.1,27
63,php-3.problem0,2.69e+04,1.45,390,2.6e+04,2.75e+04,2.68e+05,952.9338076923,28.2,26
64,php-1.problem1,4.64e+04,1.64,759,4.49e+04,4.81e+04,4.86e+05,1742.477708333,26.6,24
65,php-2.problem1,3.67e+04,1.98,727,3.47e+04,3.82e+04,3.84e+05,1374.368185185,26.7,27
66,php-3.problem1,1.57e+04,0.564,88.7,1.56e+04,1.6e+04,4.32e+04,108.8022222222,145,27
67,php-2.problem2,5.96e+03,1.98,118,5.74e+03,6.21e+03,5.76e+04,204.1732962963,29.2,27
68,php-3.problem2,2.11e+03,3.13,66.1,1.98e+03,2.26e+03,2.14e+04,76.24642307692,27.7,26
69,php-4.problem2,1.01e+03,2.18,22.1,961,1.06e+03,1.02e+04,36.18703846154,27.9,26
70,php-1.problem3,1.6e+04,1.47,235,1.54e+04,1.64e+04,1.64e+05,587.047,27.3,26
71,php-3.problem3,6.4e+03,0.525,33.6,6.33e+03,6.48e+03,1.78e+04,45.0865,142,26
72,php-3.problem4,1.06e+04,3.26,344,1.01e+04,1.13e+04,1.06e+05,378.9109259259,27.9,27
73,php-1.problem5,12.9,6.02,0.775,10.6,13.9,144,0.5171950549451,24.9,26
74,php-2.problem5,13.6,2.06,0.279,13,14.2,151,0.5453896103896,24.9,22
75,php-3.problem5,34.5,3.11,1.07,32.4,37.3,367,1.317802197802,26.2,26
76,php-2.problem6,6.74e+03,1.99,134,6.48e+03,6.98e+03,6.9e+04,246.15708,27.4,25
77,php-3.problem6,2.98e+03,0.48,14.3,2.95e+03,3.01e+03,9.28e+03,24.87256521739,120,23
78,cs-1.problem0,1.27e+03,2.17,27.6,1.22e+03,1.33e+03,9.3e+03,31.75456,40,25
79,cs-2.problem0,715,2.61,18.7,668,755,5.75e+03,19.93559259259,35.9,27
80,cs-3.problem0,2.43e+03,1.77,43.1,2.34e+03,2.53e+03,1.82e+04,62.33511538462,39,26
81,cs-4.problem0,1.03e+03,6.4,65.8,890,1.14e+03,7.43e+03,25.30173076923,40.6,26
82,cs-1.problem1,1.48e+03,1.51,22.3,1.44e+03,1.54e+03,1.64e+04,59.23332,25,25
83,cs-2.problem1,1.23e+03,1.65,20.3,1.19e+03,1.27e+03,1.37e+04,49.42588461538,24.9,26
84,cs-3.problem1,1.37e+03,1.35,18.5,1.33e+03,1.42e+03,4.46e+03,12.22780769231,112,26
85,cs-4.problem1,1.39e+03,1.8,25,1.35e+03,1.44e+03,4.64e+03,12.86165384615,108,26
86,cs-5.problem1,1.11e+03,0.915,10.1,1.08e+03,1.12e+03,3.62e+03,9.94156,111,25
87,cs-6.problem1,1.03e+03,1.55,16,997,1.07e+03,3.32e+03,9.070423076923,114,26
88,cs-1.problem2,154,2.61,4.01,146,162,860,2.794346153846,55.1,26
89,cs-2.problem2,171,2.64,4.52,165,181,1.79e+03,6.3844375,26.9,24
90,cs-3.problem2,151,2.96,4.46,142,161,911,3.010192307692,50.1,26
91,cs-4.problem2,129,2.52,3.26,123,136,2.15e+03,7.981666666667,16.2,26
92,cs-1.problem3,255,1.32,3.36,249,262,907,2.580192307692,98.9,26
93,cs-2.problem3,1.95e+03,3.53,68.8,1.81e+03,2.05e+03,2.12e+04,76.11794230769,25.6,26
94,cs-3.problem3,246,1.51,3.71,239,254,842,2.358673076923,104,26
95,cs-4.problem3,249,4.67,11.7,229,272,952,2.780679012346,89.7,27
96,cs-5.problem3,279,3.95,11,246,290,890,2.416555555556,116,27
97,cs-6.problem3,242,6.35,15.4,216,271,918,2.676461538462,90.4,26
98,cs-1.problem4,515,2.6,13.4,490,542,6.01e+03,21.73116,23.7,25
99,cs-2.problem4,290,2.75,7.99,275,306,3.6e+03,13.11461538462,22.1,26
100,cs-3.problem4,282,3.77,10.6,252,309,3.54e+03,12.88584615385,21.9,26
101,cs-4.problem4,262,3.02,7.92,244,280,3.3e+03,11.98980769231,21.9,26
102,cs-5.problem4,282,3.37,9.51,265,314,3.57e+03,13.00015384615,21.7,26
103,cs-6.problem4,262,3.42,8.98,237,287,3.34e+03,12.15911538462,21.6,26
104,cs-8.problem4,254,2.16,5.49,241,265,3.24e+03,11.80703846154,21.5,26
105,cs-1.problem5,34.2,5.44,1.86,30.5,37.5,435,1.586772486772,21.6,27
106,cs-2.problem5,29.6,3.68,1.09,27.7,32.3,448,1.656407407407,17.9,27
107,cs-3.problem5,89.8,1.67,1.5,86.6,93.9,985,3.541146666667,25.4,25
108,cs-4.problem5,28.5,4.1,1.17,25.8,30.1,413,1.518906593407,18.7,26
109,cs-5.problem5,31.9,3.61,1.15,29.5,34.7,430,1.577274725275,20.2,26
110,cs-6.problem5,24,4.53,1.09,21.9,26.2,326,1.19380952381,20.1,24
111,cs-1.problem6,246,2.06,5.07,237,253,3.16e+03,11.54686956522,21.3,23
112,cs-3.problem6,33.5,20.7,6.92,12.1,43.4,878,3.341481481481,10,27
113,yarv-1.problem0,2.95e+03,2.47,72.9,2.81e+03,3.1e+03,2.8e+04,99.28325925926,29.7,27
114,yarv-2.problem0,2.98e+03,1.49,44.4,2.89e+03,3.07e+03,2.81e+04,99.29866666667,30,27
115,yarv-3.problem0,3.13e+03,1.15,36.1,3.04e+03,3.2e+03,2.99e+04,105.8947307692,29.6,26
116,yarv-4.problem0,2.6e+03,0.869,22.6,2.57e+03,2.66e+03,2.5e+04,88.49439130435,29.4,23
117,yarv-1.problem1,4.73e+04,1.61,761,4.57e+04,4.86e+04,4.9e+05,1749.886444444,27,27
118,yarv-2.problem1,5.06e+04,1.46,740,4.89e+04,5.17e+04,5.26e+05,1880.361703704,26.9,27
119,yarv-2.problem2,3.55e+03,1.89,67.2,3.42e+03,3.66e+03,3.75e+04,134.0548076923,26.4,26
120,yarv-3.problem2,1.88e+03,2.58,48.5,1.79e+03,1.99e+03,1.98e+04,70.81840740741,26.5,27
121,yarv-4.problem2,2.68e+03,1.35,36.2,2.64e+03,2.77e+03,2.74e+04,97.68973913043,27.5,23
122,yarv-5.problem2,2.8e+03,1.35,37.8,2.73e+03,2.88e+03,2.83e+04,100.8750384615,27.7,26
123,yarv-6.problem2,2.18e+03,1.77,38.7,2.11e+03,2.25e+03,2.21e+04,78.66603703704,27.8,27
124,yarv-1.problem3,3.7e+04,1.58,585,3.56e+04,3.81e+04,3.79e+05,1354.573111111,27.3,27
125,yarv-2.problem3,1.59e+04,0.45,71.4,1.58e+04,1.6e+04,5.63e+04,159.7965,99.4,26
126,yarv-3.problem3,2.54e+04,1.26,320,2.46e+04,2.58e+04,2.6e+05,927.4751923077,27.4,26
127,yarv-6.problem3,1.33e+04,0.313,41.7,1.32e+04,1.34e+04,3.82e+04,98.29335,135,20
128,yarv-7.problem3,1.35e+04,0.672,90.7,1.33e+04,1.38e+04,3.84e+04,98.53585185185,137,27
129,yarv-2.problem4,8.56e+03,1.4,120,8.3e+03,8.78e+03,8.78e+04,313.4927777778,27.3,27
130,yarv-2.problem5,135,3.43,4.64,124,142,1.43e+03,5.1231,26.4,25
131,yarv-3.problem5,68.4,5.3,3.62,60.6,76.6,666,2.363796296296,28.9,27
132,yarv-1.problem6,6e+03,1.66,99.5,5.74e+03,6.15e+03,6.26e+04,224.0034074074,26.8,27
133,yarv-4.problem6,4.92e+03,1.67,82.3,4.76e+03,5.06e+03,5.21e+04,186.5567692308,26.4,26
134,yarv-5.problem6,4.28e+03,1.7,72.6,4.16e+03,4.42e+03,1.9e+04,58.10223076923,73.7,26
135,c-flags-1.problem0,483,2.02,9.76,467,505,5.1e+03,18.24457692308,26.5,26
136,c-flags-5.problem0,353,2.56,9.03,336,366,1.76e+03,5.564456521739,63.4,23
137,c-noflags-1.problem0,568,2.81,16,543,608,6.15e+03,22.08216,25.7,25
138,c-noflags-5.problem0,400,3.32,13.3,370,431,1.94e+03,6.0775,65.8,25
139,c-flags-1.problem1,985,1.92,18.9,951,1.03e+03,1.12e+04,40.35292307692,24.4,26
140,c-flags-2.problem1,601,2.33,14,573,628,3.32e+03,10.76396153846,55.8,26
141,c-flags-3.problem1,733,2.02,14.8,688,759,8.44e+03,30.44896153846,24.1,26
142,c-flags-4.problem1,288,2.79,8.05,270,303,3.61e+03,13.16188461538,21.9,26
143,c-flags-5.problem1,210,1.25,2.62,204,214,842,2.498115384615,84,26
144,c-noflags-1.problem1,2.15e+03,1.55,33.4,2.09e+03,2.23e+03,2.4e+04,86.66676923077,24.8,26
145,c-noflags-2.problem1,605,2.88,17.4,574,640,3.33e+03,10.77130769231,56.2,26
146,c-noflags-3.problem1,743,2.38,17.7,699,778,8.59e+03,31.08668,23.9,25
147,c-noflags-4.problem1,287,2.43,6.96,273,298,3.62e+03,13.17673076923,21.8,26
148,c-noflags-5.problem1,1.61e+03,1.92,30.9,1.55e+03,1.65e+03,1.78e+04,64.26256,25.1,25
149,c-flags-1.problem2,102,4.8,4.88,90.6,112,1.21e+03,4.371185185185,23.2,27
150,c-flags-2.problem2,52,3.61,1.88,49,56.6,423,1.468413333333,35.4,25
151,c-flags-4.problem2,82.2,3.7,3.04,77.6,89.6,1.01e+03,3.684019230769,22.3,26
152,c-flags-5.problem2,50.7,3.87,1.96,46.5,55.4,607,2.202324074074,23,27
153,c-flags-6.problem2,54.5,3.84,2.09,51.3,57.2,527,1.863075,29.3,20
154,c-flags-7.problem2,129,10.4,13.4,107,164,873,2.94551,43.8,25
155,c-noflags-1.problem2,168,2.35,3.94,160,175,1.85e+03,6.66554,25.2,25
156,c-noflags-2.problem2,167,2.53,4.22,157,172,1.95e+03,7.046480769231,23.6,26
157,c-noflags-4.problem2,179,2.59,4.63,170,188,1.98e+03,7.127153846154,25.1,26
158,c-noflags-5.problem2,176,2.36,4.17,166,184,1.89e+03,6.76434,26.1,25
159,c-noflags-6.problem2,62.4,1.87,1.17,60.5,65.1,695,2.502812,24.9,25
160,c-noflags-7.problem2,173,2.49,4.3,166,185,1.93e+03,6.940703703704,24.9,27
161,c-flags-1.problem3,108,2.97,3.2,98.9,115,578,1.860048076923,57.8,26
162,c-flags-2.problem3,523,2.36,12.3,492,549,6.33e+03,22.97481481481,22.7,27
163,c-flags-3.problem3,169,0.885,1.5,166,172,991,3.248086538462,52.1,26
164,c-flags-6.problem3,35.9,1.69,0.606,35,37.5,154,0.4688290598291,76.7,26
165,c-noflags-1.problem3,253,1.48,3.73,246,262,1.14e+03,3.525173076923,71.7,26
166,c-noflags-2.problem3,1.2e+03,2.13,25.5,1.13e+03,1.24e+03,1.36e+04,49.26265384615,24.3,26
167,c-noflags-3.problem3,380,1.63,6.2,369,394,1.97e+03,6.27384,60.6,25
168,c-noflags-6.problem3,103,3.12,3.21,96.7,110,1.27e+03,4.61812,22.3,25
169,c-flags-1.problem4,124,3.5,4.33,116,133,1.55e+03,5.656148148148,21.9,27
170,c-flags-2.problem4,114,3.92,4.45,105,123,1.46e+03,5.336826923077,21.3,26
171,c-flags-3.problem4,114,2.19,2.5,110,119,1.45e+03,5.2741,21.7,25
172,c-flags-4.problem4,95.4,3.51,3.34,90.5,102,1.18e+03,4.30058,22.2,25
173,c-flags-5.problem4,105,3.72,3.92,95.8,112,1.32e+03,4.78314,22,25
174,c-flags-6.problem4,111,2.85,3.18,106,119,1.44e+03,5.256057692308,21.2,26
175,c-noflags-1.problem4,355,2.25,7.99,336,371,4.15e+03,15.03178846154,23.6,26
176,c-noflags-2.problem4,343,2.15,7.39,328,361,4.08e+03,14.80113461538,23.2,26
177,c-noflags-3.problem4,231,2.01,4.65,222,239,2.77e+03,10.0470625,23,24
178,c-noflags-4.problem4,669,1.63,10.9,646,684,7.34e+03,26.41555769231,25.3,26
179,c-noflags-5.problem4,305,2.22,6.77,292,324,3.67e+03,13.31422222222,22.9,27
180,c-noflags-6.problem4,357,1.82,6.5,340,368,4.28e+03,15.5205,23,26
181,c-flags-1.problem5,15.3,4.56,0.696,14.3,17.1,238,0.88244,17.3,25
182,c-flags-2.problem5,18.5,7.91,1.47,15,21.1,251,0.9189769230769,20.2,26
183,c-flags-3.problem5,14.7,5.28,0.778,13.6,16.8,213,0.7839576923077,18.8,26
184,c-flags-4.problem5,26.6,3.98,1.06,24.3,28.4,318,1.153446153846,23.1,26
185,c-flags-5.problem5,21.4,7.19,1.54,18.3,25,282,1.030714814815,20.7,27
186,c-flags-6.problem5,14.8,3.69,0.546,13.7,15.6,224,0.8302208333333,17.9,24
187,c-noflags-1.problem5,18.2,3.26,0.594,17.1,19.3,268,0.9881166666667,18.4,24
188,c-noflags-2.problem5,34.1,2.55,0.869,32.1,35.6,416,1.510825925926,22.6,27
189,c-noflags-3.problem5,17.5,5.1,0.893,16.2,19.5,231,0.843952,20.8,25
190,c-noflags-4.problem5,42.9,1.76,0.756,41.6,44.5,473,1.702285185185,25.2,27
191,c-noflags-5.problem5,43.1,3.48,1.5,39.7,45.9,497,1.795319230769,24,26
192,c-noflags-6.problem5,30.1,3.6,1.08,26.6,31.8,357,1.293359259259,23.3,27
193,c-flags-1.problem6,109,3.12,3.42,98.6,117,1.49e+03,5.453403846154,20.1,26
194,c-flags-3.problem6,34.8,1.24,0.43,33.9,35.5,145,0.4347416666667,80.1,24
195,c-flags-4.problem6,25,2,0.5,24,26,88.5,0.2514014423077,99.3,26
196,c-flags-5.problem6,20.6,1.55,0.318,20.2,21.3,77.5,0.2252391826923,91.4,26
197,c-noflags-1.problem6,178,3.33,5.91,166,189,2.19e+03,7.96236,22.3,25
198,c-noflags-3.problem6,112,4.11,4.59,98.2,120,1.49e+03,5.45575,20.5,26
199,c-noflags-4.problem6,53.7,1.47,0.791,51.9,55.2,173,0.471292,114,25
200,c-noflags-5.problem6,57.4,3.09,1.78,54.1,62,749,2.736628205128,21,26
201,c++-flags-1.problem0,81,1.63,1.32,78,83.4,382,1.188668269231,68.1,26
202,c++-flags-3.problem0,74.6,2.54,1.9,70.9,77.1,528,1.7952,41.5,27
203,c++-flags-8.problem0,80.8,2.43,1.97,76.7,84.9,577,1.961385185185,41.2,27
204,c++-noflags-1.problem0,882,2.52,22.2,834,922,9.54e+03,34.20865384615,25.8,26
205,c++-noflags-3.problem0,875,2.03,17.7,843,908,9.51e+03,34.19757692308,25.6,26
206,c++-noflags-8.problem0,876,2.07,18.1,837,917,9.52e+03,34.20257692308,25.6,26
207,c++-flags-1.problem1,213,2.1,4.48,195,219,716,1.989162962963,107,27
208,c++-flags-4.problem1,567,1.93,10.9,546,587,2.99e+03,9.577615384615,59.2,26
209,c++-flags-6.problem1,613,1.81,11.1,583,637,7.02e+03,25.37130769231,24.2,26
210,c++-flags-7.problem1,290,2.75,7.97,274,308,3.66e+03,13.32859259259,21.7,27
211,c++-noflags-1.problem1,1.69e+03,0.785,13.3,1.66e+03,1.72e+03,5.21e+03,13.91788461538,121,26
212,c++-noflags-4.problem1,3.27e+03,0.993,32.4,3.21e+03,3.36e+03,1.55e+04,48.51919230769,67.4,26
213,c++-noflags-6.problem1,2.13e+03,1.43,30.4,2.07e+03,2.18e+03,2.39e+04,86.33442307692,24.7,26
214,c++-noflags-7.problem1,1.12e+03,2.2,24.7,1.08e+03,1.18e+03,1.32e+04,47.68938461538,23.5,26
215,c++-flags-1.problem2,61.4,6,3.68,51.5,70.2,756,2.7505,22.3,26
216,c++-flags-2.problem2,61.7,2.43,1.5,58.8,64.4,728,2.632569444444,23.4,24
217,c++-flags-3.problem2,85.3,3.5,2.98,79.2,90.9,962,3.468543209877,24.6,27
218,c++-flags-4.problem2,101,3.28,3.31,93.4,109,1.14e+03,4.104794871795,24.6,26
219,c++-flags-6.problem2,64,3.2,2.05,59.7,67.4,481,1.650833333333,38.8,27
220,c++-noflags-1.problem2,863,1.56,13.5,837,886,8.9e+03,31.80631481481,27.1,27
221,c++-noflags-2.problem2,920,1.74,16,882,959,9.3e+03,33.18369230769,27.7,26
222,c++-noflags-3.problem2,323,1.77,5.71,314,335,3.34e+03,11.95154347826,27,23
223,c++-noflags-4.problem2,148,2.93,4.33,138,155,1.62e+03,5.842153846154,25.3,26
224,c++-noflags-6.problem2,433,4.06,17.6,367,471,2.78e+03,9.300240740741,46.6,27
225,c++-flags-2.problem3,290,3.47,10.1,276,313,3.05e+03,10.90553846154,26.6,26
226,c++-flags-3.problem3,925,2.11,19.5,893,964,1.03e+04,37.24142307692,24.8,26
227,c++-flags-5.problem3,269,3.32,8.94,249,289,3.03e+03,10.92262962963,24.7,27
228,c++-flags-6.problem3,24.3,1.37,0.333,23.8,24.8,103,0.3094551282051,78.6,13
229,c++-flags-8.problem3,92,1.49,1.37,89.4,95.1,366,1.082745,85,25
230,c++-flags-9.problem3,94.1,0.742,0.698,92.4,95.6,308,0.8480918803419,111,26
231,c++-noflags-2.problem3,1.44e+03,1.67,24,1.4e+03,1.48e+03,1.45e+04,51.71792307692,27.8,26
232,c++-noflags-3.problem3,6.45e+03,1.62,105,6.26e+03,6.64e+03,6.69e+04,239.25436,26.9,25
233,c++-noflags-5.problem3,1.14e+03,2.51,28.6,1.09e+03,1.18e+03,1.23e+04,44.20080769231,25.8,26
234,c++-noflags-6.problem3,877,2.61,22.9,810,922,9.39e+03,33.67138461538,26.1,26
235,c++-noflags-8.problem3,1.19e+03,1.49,17.8,1.15e+03,1.22e+03,1.19e+04,42.3766,28.2,25
236,c++-noflags-9.problem3,1.22e+03,2.19,26.7,1.17e+03,1.27e+03,1.19e+04,42.16607692308,28.8,26
237,c++-flags-1.problem4,130,3.01,3.89,121,137,1.63e+03,5.92244,21.9,25
238,c++-flags-3.problem4,91.6,2.59,2.37,86.3,95.4,1.06e+03,3.824125,24,24
239,c++-flags-4.problem4,115,1.93,2.21,110,119,1.3e+03,4.692653333333,24.4,25
240,c++-flags-5.problem4,126,1.87,2.35,121,131,1.4e+03,5.038576923077,24.9,26
241,c++-flags-6.problem4,115,2.51,2.89,110,119,1.51e+03,5.5136875,20.9,24
242,c++-flags-7.problem4,102,1.91,1.95,96.9,106,1.07e+03,3.825509615385,26.7,26
243,c++-flags-8.problem4,92.6,2.92,2.71,88.3,102,1.03e+03,3.729644230769,24.8,26
244,c++-noflags-1.problem4,442,2.08,9.18,424,460,5.26e+03,19.10179166667,23.2,24
245,c++-noflags-3.problem4,1.21e+03,1.53,18.6,1.18e+03,1.25e+03,1.34e+04,48.20444,25.2,25
246,c++-noflags-4.problem4,316,3.24,10.3,302,342,3.88e+03,14.09715384615,22.4,26
247,c++-noflags-5.problem4,859,1.71,14.7,829,905,9.49e+03,34.16534615385,25.1,26
248,c++-noflags-6.problem4,455,1.93,8.8,442,470,5.43e+03,19.6872173913,23.1,23
249,c++-noflags-7.problem4,1.04e+03,2.07,21.6,1.01e+03,1.08e+03,1.18e+04,42.48152,24.6,25
250,c++-noflags-8.problem4,1.02e+03,1.73,17.7,989,1.06e+03,1.16e+04,41.83319230769,24.4,26
251,c++-flags-1.problem5,48.6,2.52,1.22,46.6,50.5,576,2.084157894737,23.3,19
252,c++-flags-2.problem5,19.4,3.41,0.661,18,20.6,282,1.042486,18.6,25
253,c++-flags-3.problem5,32.3,3.25,1.05,30.5,34.2,402,1.465719230769,22,26
254,c++-flags-4.problem5,16.3,4.11,0.671,14.9,17.8,245,0.9027962962963,18.1,27
255,c++-flags-5.problem5,322,3.44,11.1,302,349,3.38e+03,12.10707692308,26.6,26
256,c++-noflags-1.problem5,307,2.1,6.45,292,319,3.32e+03,11.91088461538,25.7,26
257,c++-noflags-2.problem5,43.6,2.58,1.13,41,45.2,514,1.862425925926,23.4,27
258,c++-noflags-3.problem5,49.6,3.47,1.72,45.7,52.8,564,2.036315384615,24.4,26
259,c++-noflags-4.problem5,19,2.96,0.56,17.9,20,258,0.947676,20,25
260,c++-noflags-5.problem5,694,2.91,20.2,638,754,6.91e+03,24.57144444444,28.3,27
261,c++-flags-1.problem6,112,3.74,4.18,102,119,1.49e+03,5.445875,20.5,24
262,c++-flags-5.problem6,28.7,1.03,0.295,28.1,29.2,94.3,0.2595791666667,110,24
263,c++-flags-6.problem6,21.2,1.74,0.367,20.3,21.6,83.7,0.246954,85.7,25
264,c++-flags-8.problem6,54,1.89,1.02,51,56.2,174,0.4761288461538,113,26
265,c++-noflags-1.problem6,362,2.57,9.31,344,382,3.94e+03,14.16909259259,25.6,27
266,c++-noflags-5.problem6,29.8,1.67,0.498,28.6,31,95.2,0.2588471153846,115,26
267,c++-noflags-6.problem6,29.8,1.28,0.382,28.7,30.4,95.2,0.2586221153846,115,26
268,c++-noflags-8.problem6,55.9,0.711,0.397,54.9,56.5,181,0.4923847826087,113,23
