,Unnamed: 0,Name,Joule(surface),kWh(surface),allJoule(surface),allkWh(surface),time(ms),time(string)
0,3,port3.java-2.problem0.2.csv,150.824384010485,4.1895662225134726e-05,1583.4189999999999,0.0004398386111111111,5.577,"0 Hours, 0 Minutes, 11 Seconds, 154 Milliseconds"
1,46,port3.java-2.problem0.3.csv,153.9159046653144,4.2754417962587335e-05,1482.851,0.0004119030555555556,5.197,"0 Hours, 0 Minutes, 10 Seconds, 394 Milliseconds"
2,56,port3.java-2.problem0.1.csv,145.66976868131871,4.0463824633699645e-05,1504.79025,0.0004179972916666666,5.281,"0 Hours, 0 Minutes, 10 Seconds, 562 Milliseconds"
3,111,port3.java-2.problem0.4.csv,151.50703432032316,4.208528731120088e-05,1473.6295,0.00040934152777777783,5.152,"0 Hours, 0 Minutes, 10 Seconds, 304 Milliseconds"
4,146,port3.java-2.problem0.5.csv,153.12325634178893,4.253423787271916e-05,1523.6775,0.00042324375,5.3435,"0 Hours, 0 Minutes, 10 Seconds, 687 Milliseconds"
5,161,port3.java-2.problem0.7.csv,150.616682173913,4.183796727053139e-05,1467.99175,0.00040777548611111114,5.136,"0 Hours, 0 Minutes, 10 Seconds, 272 Milliseconds"
6,193,port3.java-2.problem0.6.csv,156.52049148745516,4.347791430207088e-05,1589.8935000000001,0.0004416370833333334,5.5915,"0 Hours, 0 Minutes, 11 Seconds, 183 Milliseconds"
7,211,port3.java-2.problem0.20.csv,153.76940581929546,4.271372383869318e-05,1375.78125,0.0003821614583333333,4.9455,"0 Hours, 0 Minutes, 9 Seconds, 891 Milliseconds"
8,225,port3.java-2.problem0.21.csv,152.33791166380777,4.231608657327994e-05,1390.5195,0.0003862554166666666,5.0245,"0 Hours, 0 Minutes, 10 Seconds, 49 Milliseconds"
9,261,port3.java-2.problem0.23.csv,148.7413971354166,4.1317054759837945e-05,1416.6225,0.00039350625,5.1495,"0 Hours, 0 Minutes, 10 Seconds, 299 Milliseconds"
10,276,port3.java-2.problem0.22.csv,154.28341373801925,4.285650381611647e-05,1566.83575,0.00043523215277777776,5.7375,"0 Hours, 0 Minutes, 11 Seconds, 475 Milliseconds"
11,313,port3.java-2.problem0.26.csv,154.31248999165953,4.286458055323876e-05,1395.6285,0.0003876745833333334,5.042,"0 Hours, 0 Minutes, 10 Seconds, 84 Milliseconds"
12,334,port3.java-2.problem0.27.csv,150.2072055895865,4.172422377488514e-05,1457.43325,0.00040484256944444444,5.303,"0 Hours, 0 Minutes, 10 Seconds, 606 Milliseconds"
13,361,port3.java-2.problem0.25.csv,149.13680654281103,4.1426890706336405e-05,1468.51225,0.00040792006944444443,5.357,"0 Hours, 0 Minutes, 10 Seconds, 714 Milliseconds"
14,362,port3.java-2.problem0.19.csv,147.99717652329736,4.1110326812027044e-05,1430.3735000000001,0.0003973259722222222,5.203,"0 Hours, 0 Minutes, 10 Seconds, 406 Milliseconds"
15,380,port3.java-2.problem0.18.csv,154.88826001669457,4.302451667130404e-05,1426.98225,0.0003963839583333334,5.159,"0 Hours, 0 Minutes, 10 Seconds, 318 Milliseconds"
16,381,port3.java-2.problem0.24.csv,143.3258333333334,3.98127314814815e-05,1241.3625,0.0003448229166666666,4.4515,"0 Hours, 0 Minutes, 8 Seconds, 903 Milliseconds"
17,411,port3.java-2.problem0.15.csv,153.87753631051757,4.2743760086254876e-05,1483.52625,0.000412090625,5.1935,"0 Hours, 0 Minutes, 10 Seconds, 387 Milliseconds"
18,423,port3.java-2.problem0.14.csv,149.43091710182782,4.1508588083841054e-05,1461.38625,0.00040594062500000003,5.1025,"0 Hours, 0 Minutes, 10 Seconds, 205 Milliseconds"
19,462,port3.java-2.problem0.16.csv,157.2826883358098,4.3689635648836045e-05,1480.76375,0.00041132326388888894,5.1545,"0 Hours, 0 Minutes, 10 Seconds, 309 Milliseconds"
20,474,port3.java-2.problem0.17.csv,150.67665220048892,4.185462561124691e-05,1448.27775,0.00040229937499999997,5.063,"0 Hours, 0 Minutes, 10 Seconds, 126 Milliseconds"
21,503,port3.java-2.problem0.13.csv,149.51018808777425,4.1530607802159524e-05,1569.461,0.0004359613888888889,5.532,"0 Hours, 0 Minutes, 11 Seconds, 64 Milliseconds"
22,521,port3.java-2.problem0.12.csv,152.93196091811433,4.248110025503176e-05,1582.82725,0.0004396742361111111,5.5845,"0 Hours, 0 Minutes, 11 Seconds, 169 Milliseconds"
23,555,port3.java-2.problem0.10.csv,155.03205702554735,4.306446028487426e-05,1506.99675,0.0004186102083333334,5.2735,"0 Hours, 0 Minutes, 10 Seconds, 547 Milliseconds"
24,571,port3.java-2.problem0.11.csv,154.78100649622792,4.299472402672998e-05,1456.31875,0.00040453298611111115,5.0735,"0 Hours, 0 Minutes, 10 Seconds, 147 Milliseconds"
25,642,port3.java-2.problem0.8.csv,148.3815768109907,4.121710466971963e-05,1483.10575,0.00041197381944444437,5.204,"0 Hours, 0 Minutes, 10 Seconds, 408 Milliseconds"
26,676,port3.java-2.problem0.9.csv,149.42085393258418,4.1505792759051164e-05,1506.368,0.00041843555555555554,5.291,"0 Hours, 0 Minutes, 10 Seconds, 582 Milliseconds"
27,7,port3.java-3.problem0.26.csv,135.81363907422823,3.772601085395229e-05,1397.44075,0.00038817798611111114,5.1245,"0 Hours, 0 Minutes, 10 Seconds, 249 Milliseconds"
28,19,port3.java-3.problem0.6.csv,153.37826523297488,4.2605073675826354e-05,1416.664,0.00039351777777777775,4.928,"0 Hours, 0 Minutes, 9 Seconds, 856 Milliseconds"
