,Name,Joule(surface),kWh(surface),allJoule(surface),allkWh(surface),time(ms),time(string)
0,port2.c++-flags-1.problem0.19.csv,594.2277936913893,0.0001650632760253859,2243.109,0.0006230858333333333,9445,"0 Hours, 0 Minutes, 9 Seconds, 445 Milliseconds"
1,port2.c++-flags-1.problem0.8.csv,596.6875935714289,0.00016574655376984138,2098.9925,0.0005830534722222222,9501,"0 Hours, 0 Minutes, 9 Seconds, 501 Milliseconds"
2,port2.c-noflags-1.problem0.18.csv,455.41730586371017,0.00012650480718436394,4337.1265,0.0012047573611111112,22283,"0 Hours, 0 Minutes, 22 Seconds, 283 Milliseconds"
3,port2.php-1.problem0.21.csv,11522.780594227665,0.0032007723872854625,97156.36,0.026987877777777777,491490,"0 Hours, 8 Minutes, 11 Seconds, 490 Milliseconds"
4,port2.cs-3.problem0.21.csv,2121.992880305609,0.0005894424667515581,13169.0365,0.0036580656944444445,63404,"0 Hours, 1 Minutes, 3 Seconds, 404 Milliseconds"
5,port2.cs-4.problem0.19.csv,895.8369812446732,0.0002488436059012981,5327.478,0.001479855,25385,"0 Hours, 0 Minutes, 25 Seconds, 385 Milliseconds"
6,port2.php-2.problem0.3.csv,12588.21792611691,0.0034967272016991416,88631.3695,0.02461982486111111,480904,"0 Hours, 8 Minutes, 0 Seconds, 904 Milliseconds"
7,port2.c-flags-1.problem0.17.csv,361.4274524207011,0.00010039651456130587,3519.436,0.0009776211111111111,18080,"0 Hours, 0 Minutes, 18 Seconds, 80 Milliseconds"
8,port2.java-7.problem0.14.csv,564.3157901345287,0.00015675438614848019,2147.207,0.0005964463888888889,9499,"0 Hours, 0 Minutes, 9 Seconds, 499 Milliseconds"
9,port2.javascript-1.problem0.19.csv,589.2366683716966,0.0001636768523254713,4790.785,0.001330773611111111,24067,"0 Hours, 0 Minutes, 24 Seconds, 67 Milliseconds"
10,port2.yarv-2.problem0.12.csv,2607.5608482709927,0.0007243224578530535,18250.422,0.0050695616666666665,98791,"0 Hours, 1 Minutes, 38 Seconds, 791 Milliseconds"
11,port2.python3-1.problem0.7.csv,2720.4926574803144,0.0007556924048556429,7109.0925,0.0019747479166666664,27720,"0 Hours, 0 Minutes, 27 Seconds, 720 Milliseconds"
12,port2.c-flags-5.problem0.8.csv,620.7546928571431,0.0001724318591269842,2371.151,0.0006586530555555555,11070,"0 Hours, 0 Minutes, 11 Seconds, 70 Milliseconds"
13,port2.php-3.problem0.7.csv,24770.7699724405,0.006880769436789028,175344.3905,0.048706775138888894,951078,"0 Hours, 15 Minutes, 51 Seconds, 78 Milliseconds"
14,port2.c++-flags-3.problem0.11.csv,663.5909900579944,0.00018433083057166512,3494.065,0.0009705736111111111,17899,"0 Hours, 0 Minutes, 17 Seconds, 899 Milliseconds"
15,port2.c++-noflags-8.problem0.19.csv,650.1681717817581,0.00018060226993937725,6633.6255,0.00184267375,34274,"0 Hours, 0 Minutes, 34 Seconds, 274 Milliseconds"
16,port2.php-3.problem0.15.csv,21491.338357262037,0.005969816210350566,188291.5425,0.052303206250000005,957107,"0 Hours, 15 Minutes, 57 Seconds, 107 Milliseconds"
17,port2.c++-noflags-8.problem0.9.csv,818.8345440097779,0.0002274540400027161,6217.6965,0.0017271379166666667,34194,"0 Hours, 0 Minutes, 34 Seconds, 194 Milliseconds"
18,port2.javascript-1.problem0.4.csv,618.554791774892,0.00017182077549302555,4517.5735,0.0012548815277777779,24712,"0 Hours, 0 Minutes, 24 Seconds, 712 Milliseconds"
19,port2.java-2.problem0.18.csv,253.39379397781272,7.038716499383687e-05,2050.9685,0.0005697134722222222,10319,"0 Hours, 0 Minutes, 10 Seconds, 319 Milliseconds"
20,port2.python3-1.problem0.19.csv,2749.768000000002,0.000763824444444445,7664.464,0.002129017777777778,28152,"0 Hours, 0 Minutes, 28 Seconds, 152 Milliseconds"
21,port2.cs-1.problem0.15.csv,1125.0015554156157,0.00031250043205989324,6672.1875,0.0018533854166666666,31830,"0 Hours, 0 Minutes, 31 Seconds, 830 Milliseconds"
22,port2.yarv-1.problem0.4.csv,2608.2183523809535,0.0007245050978835982,18214.391,0.0050595530555555554,98912,"0 Hours, 1 Minutes, 38 Seconds, 912 Milliseconds"
23,port2.yarv-1.problem0.5.csv,2557.737378091876,0.0007104826050255211,18196.5605,0.0050546001388888885,98981,"0 Hours, 1 Minutes, 38 Seconds, 981 Milliseconds"
24,port2.cs-1.problem0.14.csv,1069.1654569506716,0.00029699040470851986,6462.8935,0.0017952481944444444,32368,"0 Hours, 0 Minutes, 32 Seconds, 368 Milliseconds"
25,port2.python3-1.problem0.18.csv,2725.754267036448,0.0007571539630656799,7647.6145,0.002124337361111111,28254,"0 Hours, 0 Minutes, 28 Seconds, 254 Milliseconds"
26,port2.java-2.problem0.19.csv,232.6459288150041,6.462386911527893e-05,2071.2925,0.0005753590277777778,10532,"0 Hours, 0 Minutes, 10 Seconds, 532 Milliseconds"
27,port2.javascript-1.problem0.5.csv,613.999180212014,0.00017055532783667057,4475.476,0.0012431877777777777,24440,"0 Hours, 0 Minutes, 24 Seconds, 440 Milliseconds"
28,port2.c++-noflags-8.problem0.8.csv,823.8000200000008,0.00022883333888888913,6229.631,0.0017304530555555557,34188,"0 Hours, 0 Minutes, 34 Seconds, 188 Milliseconds"
29,port2.php-3.problem0.14.csv,20542.958183407776,0.005706377273168826,179060.0395,0.049738899861111116,951268,"0 Hours, 15 Minutes, 51 Seconds, 268 Milliseconds"
30,port2.c++-flags-3.problem0.10.csv,643.2645096774198,0.00017868458602150552,3460.909,0.0009613636111111112,17748,"0 Hours, 0 Minutes, 17 Seconds, 748 Milliseconds"
31,port2.c++-noflags-8.problem0.18.csv,666.3296505546772,0.00018509156959852145,6620.1535,0.0018389315277777779,34178,"0 Hours, 0 Minutes, 34 Seconds, 178 Milliseconds"
32,port2.php-3.problem0.6.csv,25016.770932108826,0.006949103036696896,177119.7245,0.049199923472222226,961326,"0 Hours, 16 Minutes, 1 Seconds, 326 Milliseconds"
33,port2.c-flags-5.problem0.9.csv,661.8501809290957,0.00018384727248030436,2493.996,0.0006927766666666667,11604,"0 Hours, 0 Minutes, 11 Seconds, 604 Milliseconds"
34,port2.python3-1.problem0.6.csv,2720.9874235696,0.0007558298398804445,7150.255,0.0019861819444444446,27994,"0 Hours, 0 Minutes, 27 Seconds, 994 Milliseconds"
35,port2.yarv-2.problem0.13.csv,2356.779913025561,0.0006546610869515448,18750.8615,0.005208572638888889,98663,"0 Hours, 1 Minutes, 38 Seconds, 663 Milliseconds"
36,port2.javascript-1.problem0.18.csv,595.6526069730586,0.00016545905749251627,4843.357,0.0013453769444444444,24384,"0 Hours, 0 Minutes, 24 Seconds, 384 Milliseconds"
