,Unnamed: 0,Name,Joule(surface),kWh(surface),allJoule(surface),allkWh(surface),time(ms),time(string)
482,678,port3.c-noflags-6.problem2.1.csv,63.60051641342447,1.766681011484013e-05,690.262,0.00019173944444444445,24438,"0 Hours, 0 Minutes, 24 Seconds, 438 Milliseconds"
483,667,port3.c-noflags-7.problem2.4.csv,169.6710077224913,4.713083547846981e-05,1885.43825,0.0005237328472222221,13382,"0 Hours, 0 Minutes, 13 Seconds, 382 Milliseconds"
484,682,port3.c-noflags-7.problem2.5.csv,174.22478898814492,4.839577471892914e-05,1958.84325,0.000544123125,13919,"0 Hours, 0 Minutes, 13 Seconds, 919 Milliseconds"
485,683,port3.c-noflags-7.problem2.1.csv,173.45972787610611,4.81832577433628e-05,1919.87025,0.0005332972916666667,13621,"0 Hours, 0 Minutes, 13 Seconds, 621 Milliseconds"
486,446,port3.c-flags-1.problem3.5.csv,108.52153493905494,3.014487081640415e-05,592.9802500000001,0.00016471673611111108,7557,"0 Hours, 0 Minutes, 7 Seconds, 557 Milliseconds"
487,453,port3.c-flags-1.problem3.4.csv,107.43095305977624,2.9841931405493396e-05,588.427875,0.0001634521875,7503,"0 Hours, 0 Minutes, 7 Seconds, 503 Milliseconds"
488,471,port3.c-flags-1.problem3.3.csv,106.05052297962938,2.9458478605452607e-05,587.752625,0.00016326461805555553,7514,"0 Hours, 0 Minutes, 7 Seconds, 514 Milliseconds"
489,502,port3.c-flags-2.problem3.4.csv,538.7219726999497,0.00014964499241665267,6394.0245,0.0017761179166666669,22834,"0 Hours, 0 Minutes, 22 Seconds, 834 Milliseconds"
490,514,port3.c-flags-2.problem3.5.csv,531.5806602103855,0.00014766129450288488,6432.784000000001,0.0017868844444444444,23013,"0 Hours, 0 Minutes, 23 Seconds, 13 Milliseconds"
491,537,port3.c-flags-2.problem3.2.csv,509.0285051761555,0.00014139680699337651,6382.5375,0.0017729270833333336,22905,"0 Hours, 0 Minutes, 22 Seconds, 905 Milliseconds"
492,508,port3.c-flags-3.problem3.1.csv,171.66950350642844,4.768597319623012e-05,1004.6795,0.0002790776388888889,12994,"0 Hours, 0 Minutes, 12 Seconds, 994 Milliseconds"
493,522,port3.c-flags-3.problem3.3.csv,168.73482534646828,4.687078481846342e-05,1001.5525,0.0002782090277777777,12991,"0 Hours, 0 Minutes, 12 Seconds, 991 Milliseconds"
494,525,port3.c-flags-3.problem3.2.csv,170.63460310569357,4.739850086269266e-05,1007.1705000000001,0.0002797695833333333,13049,"0 Hours, 0 Minutes, 13 Seconds, 49 Milliseconds"
495,457,port3.c-flags-6.problem3.5.csv,35.68065371699968,9.91129269916658e-06,156.72944444444445,4.353595679012346e-05,8497,"0 Hours, 0 Minutes, 8 Seconds, 497 Milliseconds"
496,467,port3.c-flags-6.problem3.4.csv,35.7128476373351,9.920235454815306e-06,155.15183333333331,4.309773148148149e-05,8384,"0 Hours, 0 Minutes, 8 Seconds, 384 Milliseconds"
497,481,port3.c-flags-6.problem3.1.csv,36.939842846143854,1.0261067457262184e-05,156.76347222222222,4.3545408950617284e-05,8411,"0 Hours, 0 Minutes, 8 Seconds, 411 Milliseconds"
498,501,port3.c-noflags-1.problem3.3.csv,252.48092461178834,7.01335901699412e-05,1155.7525,0.0003210423611111111,7045,"0 Hours, 0 Minutes, 7 Seconds, 45 Milliseconds"
499,515,port3.c-noflags-1.problem3.2.csv,255.62477901152084,7.100688305875579e-05,1160.1785,0.0003222718055555556,7055,"0 Hours, 0 Minutes, 7 Seconds, 55 Milliseconds"
500,530,port3.c-noflags-1.problem3.1.csv,253.93173013023872,7.053659170284407e-05,1164.63975,0.0003235110416666666,7103,"0 Hours, 0 Minutes, 7 Seconds, 103 Milliseconds"
501,447,port3.c-noflags-2.problem3.2.csv,1162.8334120888255,0.00032300928113578487,13790.428999999998,0.0038306747222222218,49244,"0 Hours, 0 Minutes, 49 Seconds, 244 Milliseconds"
502,452,port3.c-noflags-2.problem3.3.csv,1191.9850978460456,0.0003311069716239016,13832.915,0.003842476388888889,49296,"0 Hours, 0 Minutes, 49 Seconds, 296 Milliseconds"
503,456,port3.c-noflags-2.problem3.1.csv,1215.802573050586,0.00033772293695849613,13834.936000000002,0.003843037777777777,49211,"0 Hours, 0 Minutes, 49 Seconds, 211 Milliseconds"
504,460,port3.c-noflags-3.problem3.5.csv,374.94981094506585,0.00010415272526251826,1982.37575,0.0005506599305555557,12537,"0 Hours, 0 Minutes, 12 Seconds, 537 Milliseconds"
505,464,port3.c-noflags-3.problem3.4.csv,383.4323971865084,0.00010650899921847458,1983.93475,0.000551092986111111,12483,"0 Hours, 0 Minutes, 12 Seconds, 483 Milliseconds"
506,479,port3.c-noflags-3.problem3.1.csv,351.5986570796462,9.766629363323503e-05,1697.08225,0.0004714117361111111,10494,"0 Hours, 0 Minutes, 10 Seconds, 494 Milliseconds"
507,513,port3.c-noflags-6.problem3.1.csv,105.75198543162468,2.9375551508784637e-05,1297.76275,0.0003604896527777778,9297,"0 Hours, 0 Minutes, 9 Seconds, 297 Milliseconds"
508,519,port3.c-noflags-6.problem3.3.csv,90.42078514777097,2.5116884763269713e-05,1108.95725,0.0003080436805555555,7944,"0 Hours, 0 Minutes, 7 Seconds, 944 Milliseconds"
509,529,port3.c-noflags-6.problem3.2.csv,103.7662411921857,2.882395588671825e-05,1293.0845,0.00035919013888888884,9276,"0 Hours, 0 Minutes, 9 Seconds, 276 Milliseconds"
510,318,port3.c-flags-1.problem4.1.csv,127.46249753715149,3.540624931587541e-05,1580.90275,0.00043913965277777775,11336,"0 Hours, 0 Minutes, 11 Seconds, 336 Milliseconds"
511,321,port3.c-flags-1.problem4.3.csv,123.44989121723171,3.4291636449231026e-05,1576.5055,0.0004379181944444444,11333,"0 Hours, 0 Minutes, 11 Seconds, 333 Milliseconds"
512,336,port3.c-flags-1.problem4.2.csv,118.38450905827362,3.2884585849520445e-05,1566.43975,0.00043512215277777776,11294,"0 Hours, 0 Minutes, 11 Seconds, 294 Milliseconds"
513,236,port3.c-flags-2.problem4.1.csv,113.33616267323427,3.1482267409231735e-05,1489.59125,0.0004137753472222222,10734,"0 Hours, 0 Minutes, 10 Seconds, 734 Milliseconds"
514,254,port3.c-flags-2.problem4.2.csv,123.82618275171154,3.439616187547543e-05,1507.3895000000002,0.0004187193055555556,10791,"0 Hours, 0 Minutes, 10 Seconds, 791 Milliseconds"
515,264,port3.c-flags-2.problem4.3.csv,114.47364347136421,3.179823429760118e-05,1499.70375,0.000416584375,10804,"0 Hours, 0 Minutes, 10 Seconds, 804 Milliseconds"
516,240,port3.c-flags-3.problem4.5.csv,117.60376252295879,3.2667711811932995e-05,1447.18875,0.00040199687500000003,10370,"0 Hours, 0 Minutes, 10 Seconds, 370 Milliseconds"
517,244,port3.c-flags-3.problem4.4.csv,113.75376427617304,3.159826785449251e-05,1475.90525,0.00040997368055555554,10624,"0 Hours, 0 Minutes, 10 Seconds, 624 Milliseconds"
518,273,port3.c-flags-3.problem4.3.csv,115.32989171815001,3.2036081032819455e-05,1467.9935,0.00040777597222222225,10550,"0 Hours, 0 Minutes, 10 Seconds, 550 Milliseconds"
519,258,port3.c-flags-4.problem4.5.csv,93.8651400901653,2.6073650025045914e-05,1196.895,0.0003324708333333334,8603,"0 Hours, 0 Minutes, 8 Seconds, 603 Milliseconds"
520,261,port3.c-flags-4.problem4.4.csv,98.89654616797465,2.7471262824437407e-05,1212.44,0.00033678888888888885,8685,"0 Hours, 0 Minutes, 8 Seconds, 685 Milliseconds"
521,277,port3.c-flags-4.problem4.1.csv,96.39582689096683,2.6776618580824122e-05,1195.57925,0.00033210534722222224,8573,"0 Hours, 0 Minutes, 8 Seconds, 573 Milliseconds"
522,235,port3.c-flags-5.problem4.2.csv,102.89543830355659,2.8582066195432384e-05,1333.6270000000002,0.0003704519444444444,9599,"0 Hours, 0 Minutes, 9 Seconds, 599 Milliseconds"
523,249,port3.c-flags-5.problem4.3.csv,105.38704270328941,2.9274178528691503e-05,1337.40075,0.0003715002083333334,9609,"0 Hours, 0 Minutes, 9 Seconds, 609 Milliseconds"
524,252,port3.c-flags-5.problem4.1.csv,103.89912318417105,2.8860867551158623e-05,1331.68175,0.00036991159722222215,9576,"0 Hours, 0 Minutes, 9 Seconds, 576 Milliseconds"
525,306,port3.c-flags-6.problem4.3.csv,98.74928953080652,2.743035820300181e-05,1198.702,0.00033297277777777785,8579,"0 Hours, 0 Minutes, 8 Seconds, 579 Milliseconds"
526,317,port3.c-flags-6.problem4.2.csv,108.75674419769587,3.021020672158219e-05,1463.6,0.0004065555555555555,10567,"0 Hours, 0 Minutes, 10 Seconds, 567 Milliseconds"
527,334,port3.c-flags-6.problem4.1.csv,112.100389797963,3.1138997166100836e-05,1465.6615,0.00040712819444444436,10557,"0 Hours, 0 Minutes, 10 Seconds, 557 Milliseconds"
528,253,port3.c-noflags-1.problem4.5.csv,361.5202030389039,0.00010042227862191773,4206.162,0.0011683783333333337,29986,"0 Hours, 0 Minutes, 29 Seconds, 986 Milliseconds"
529,265,port3.c-noflags-1.problem4.4.csv,329.8562057939555,9.16267238316543e-05,4006.2805,0.0011128556944444445,28674,"0 Hours, 0 Minutes, 28 Seconds, 674 Milliseconds"
530,282,port3.c-noflags-1.problem4.1.csv,357.86305167807546,9.940640324390987e-05,4206.4795,0.001168466527777778,30017,"0 Hours, 0 Minutes, 30 Seconds, 17 Milliseconds"
531,322,port3.c-noflags-2.problem4.4.csv,339.7229600100179,9.436748889167165e-05,4131.0275,0.0011475076388888891,29570,"0 Hours, 0 Minutes, 29 Seconds, 570 Milliseconds"
532,335,port3.c-noflags-2.problem4.5.csv,348.0391007263314,9.667752797953647e-05,4157.03725,0.0011547325694444446,29708,"0 Hours, 0 Minutes, 29 Seconds, 708 Milliseconds"
533,339,port3.c-noflags-2.problem4.1.csv,341.9753116129566,9.499314211471021e-05,4119.17625,0.0011442156250000002,29460,"0 Hours, 0 Minutes, 29 Seconds, 460 Milliseconds"
534,309,port3.c-noflags-3.problem4.3.csv,206.960780263817,5.7489105628838085e-05,2780.2270000000003,0.0007722852777777777,20070,"0 Hours, 0 Minutes, 20 Seconds, 70 Milliseconds"
535,312,port3.c-noflags-3.problem4.2.csv,228.20460970111856,6.339016936142182e-05,2814.4204999999997,0.0007817834722222222,20171,"0 Hours, 0 Minutes, 20 Seconds, 171 Milliseconds"
536,330,port3.c-noflags-3.problem4.1.csv,231.82596986141263,6.439610273928127e-05,2816.6315000000004,0.0007823976388888887,20160,"0 Hours, 0 Minutes, 20 Seconds, 160 Milliseconds"
537,313,port3.c-noflags-4.problem4.1.csv,684.4381682668204,0.0001901217134074501,7466.60375,0.0020740565972222217,52897,"0 Hours, 0 Minutes, 52 Seconds, 897 Milliseconds"
538,326,port3.c-noflags-4.problem4.3.csv,673.5469072466169,0.00018709636312406024,7360.7055,0.0020446404166666672,52156,"0 Hours, 0 Minutes, 52 Seconds, 156 Milliseconds"
539,331,port3.c-noflags-4.problem4.2.csv,658.7755753882097,0.00018299321538561383,7434.274,0.002065076111111111,52845,"0 Hours, 0 Minutes, 52 Seconds, 845 Milliseconds"
540,305,port3.c-noflags-5.problem4.4.csv,300.92333632492887,8.358981564581357e-05,3732.71425,0.0010368650694444444,26766,"0 Hours, 0 Minutes, 26 Seconds, 766 Milliseconds"
541,319,port3.c-noflags-5.problem4.5.csv,304.2855367340125,8.452376020389235e-05,3692.4835,0.001025689861111111,26426,"0 Hours, 0 Minutes, 26 Seconds, 426 Milliseconds"
542,338,port3.c-noflags-5.problem4.2.csv,307.05462368508887,8.529295102363579e-05,3738.07625,0.0010383545138888891,26760,"0 Hours, 0 Minutes, 26 Seconds, 760 Milliseconds"
543,237,port3.c-noflags-6.problem4.5.csv,361.7016534897316,0.00010047268152492547,4346.35375,0.0012073204861111112,31078,"0 Hours, 0 Minutes, 31 Seconds, 78 Milliseconds"
544,248,port3.c-noflags-6.problem4.4.csv,355.0538106111198,9.86260585030888e-05,4333.03875,0.001203621875,31026,"0 Hours, 0 Minutes, 31 Seconds, 26 Milliseconds"
545,270,port3.c-noflags-6.problem4.3.csv,348.8058823676725,9.689052287990902e-05,4343.3305,0.0012064806944444444,31155,"0 Hours, 0 Minutes, 31 Seconds, 155 Milliseconds"
546,1226,port3.c-flags-1.problem5.3.csv,15.153970303890484,4.209436195525133e-06,246.04274999999998,6.834520833333332e-05,9004,"0 Hours, 0 Minutes, 9 Seconds, 4 Milliseconds"
547,1227,port3.c-flags-1.problem5.2.csv,14.56811398397061,4.046698328880726e-06,245.07225,6.8075625e-05,8989,"0 Hours, 0 Minutes, 8 Seconds, 989 Milliseconds"
548,1243,port3.c-flags-1.problem5.1.csv,13.807897219903163,3.835527005528657e-06,225.43885,6.262190277777777e-05,8253,"0 Hours, 0 Minutes, 8 Seconds, 253 Milliseconds"
549,1284,port3.c-flags-2.problem5.2.csv,16.504089196860917,4.584469221350255e-06,261.93240000000003,7.275900000000001e-05,9571,"0 Hours, 0 Minutes, 9 Seconds, 571 Milliseconds"
550,1289,port3.c-flags-2.problem5.3.csv,19.831711120387386,5.508808644552052e-06,248.3357,6.898213888888887e-05,8911,"0 Hours, 0 Minutes, 8 Seconds, 911 Milliseconds"
551,1295,port3.c-flags-2.problem5.1.csv,18.337484755384885,5.0937457653846935e-06,232.4558,6.457105555555555e-05,8350,"0 Hours, 0 Minutes, 8 Seconds, 350 Milliseconds"
552,1292,port3.c-flags-3.problem5.5.csv,16.571994498246784,4.603331805068551e-06,236.15225,6.559784722222223e-05,8563,"0 Hours, 0 Minutes, 8 Seconds, 563 Milliseconds"
553,1303,port3.c-flags-3.problem5.4.csv,16.99920413257639,4.7220011479378864e-06,225.39915000000002,6.2610875e-05,8127,"0 Hours, 0 Minutes, 8 Seconds, 127 Milliseconds"
554,1316,port3.c-flags-3.problem5.1.csv,13.580618408749388,3.772394002430385e-06,201.95345,5.6098180555555544e-05,7346,"0 Hours, 0 Minutes, 7 Seconds, 346 Milliseconds"
555,1283,port3.c-flags-4.problem5.5.csv,41.969802679913144,1.1658278522198095e-05,464.71885000000003,0.00012908856944444445,16486,"0 Hours, 0 Minutes, 16 Seconds, 486 Milliseconds"
556,1290,port3.c-flags-4.problem5.4.csv,43.00423235932543,1.194562009981262e-05,468.57399999999996,0.00013015944444444443,16596,"0 Hours, 0 Minutes, 16 Seconds, 596 Milliseconds"
