,Name,Eps,Time,Energy
0,port2.java-2.problem0.15.csv,1.1980271815412427,3.199,85.2
1,port2.java-3.problem0.16.csv,2.28292949558043,4.359,118.0
2,port2.java-4.problem0.7.csv,1.3517577304358055,5.62,154.0
3,port2.java-7.problem0.17.csv,1.4630156036654747,1.9104,103.0
4,port2.java-1.problem1.18.csv,1.0,2.487,231.0
5,port2.java-1.problem1.2.csv,1.0,2.45175,232.0
6,port2.java-1.problem1.11.csv,1.0,2.46725,233.0
7,port2.java-2.problem1.17.csv,0.41656621038675345,47.659,911.0
8,port2.java-2.problem1.21.csv,0.41656621038675345,38.819,764.0
9,port2.java-2.problem1.2.csv,0.41656621038675345,47.236999999999995,1120.0
10,port2.java-3.problem1.22.csv,1.6256669822280203,1.6962000000000002,156.0
11,port2.java-2.problem2.3.csv,0.8696278810136782,4.8469999999999995,112.0
12,port2.java-2.problem2.2.csv,0.8696278810136782,5.104,116.0
13,port2.java-2.problem2.7.csv,0.8696278810136782,4.8285,113.0
14,port2.java-2.problem2.13.csv,0.8696278810136782,4.758,102.0
15,port2.java-2.problem2.11.csv,0.8696278810136782,5.1145,113.0
16,port2.java-4.problem2.21.csv,1.173664768130479,3.5989999999999998,68.1
17,port2.java-4.problem2.8.csv,1.173664768130479,3.8905,76.4
18,port2.java-1.problem3.14.csv,1.100997492647315,27.454,496.0
19,port2.java-3.problem3.20.csv,1.803286114908604,1.662625,158.0
20,port2.java-2.problem4.18.csv,1.7944477015056999,6.6505,114.0
21,port2.java-3.problem4.16.csv,1.3225858959754297,6.5385,109.0
22,port2.java-3.problem4.15.csv,1.3225858959754297,6.5489999999999995,114.0
23,port2.java-4.problem4.12.csv,0.6394931341016056,7.069,127.0
24,port2.java-5.problem4.19.csv,1.0,6.6505,112.0
25,port2.java-5.problem4.13.csv,1.0,6.6565,117.0
26,port2.java-5.problem4.17.csv,1.0,6.666,108.0
27,port2.java-5.problem5.17.csv,1.2075743727258623,1.704625,30.5
28,port2.java-6.problem5.17.csv,0.9745930075859793,1.921875,27.4
29,port2.java-2.problem6.18.csv,1.2093848359811794,0.7186,58.5
30,port2.javascript-1.problem0.13.csv,1.2639809201583485,25.136,576.0
31,port2.javascript-1.problem1.13.csv,0.9089435939725226,41.318000000000005,768.0
32,port2.javascript-3.problem1.9.csv,1.7115389529212865,255.53799999999998,6540.0
33,port2.javascript-2.problem2.18.csv,1.5345071878035976,57.617,1370.0
34,port2.javascript-3.problem2.17.csv,1.25849573476586,56.788999999999994,1320.0
35,port2.javascript-3.problem2.7.csv,1.25849573476586,56.085,1460.0
36,port2.javascript-1.problem4.5.csv,1.2867699688100356,7.237,152.0
37,port2.javascript-1.problem4.16.csv,1.2867699688100356,7.32,124.0
38,port2.javascript-2.problem4.17.csv,0.8076091397096742,10.975999999999999,184.0
39,port2.javascript-2.problem4.1.csv,0.8076091397096742,9.781,231.0
40,port2.javascript-4.problem4.13.csv,1.3506766363134353,7.211,124.0
41,port2.javascript-5.problem4.5.csv,1.5396319160038567,8.031,170.0
42,port2.javascript-2.problem5.7.csv,1.4958348558944252,7.2995,165.0
43,port2.javascript-1.problem6.4.csv,0.8318537303896455,5.0135,100.0
44,port2.javascript-1.problem6.21.csv,0.8318537303896455,4.795,74.0
45,port2.javascript-2.problem6.1.csv,1.724349272896764,7.4695,166.0
46,port2.javascript-3.problem6.15.csv,1.2790477909085916,5.436,87.5
47,port2.javascript-3.problem6.3.csv,1.2790477909085916,5.4225,109.0
48,port2.javascript-5.problem6.9.csv,0.8660130179380808,5.16,107.0
49,port2.python3-2.problem0.21.csv,1.393004928439523,202.82299999999998,4620.0
50,port2.python3-2.problem0.19.csv,1.393004928439523,206.53599999999997,4610.0
51,port2.python3-1.problem1.1.csv,1.213405547424911,696.115,48800.0
52,port2.python3-1.problem1.18.csv,1.213405547424911,684.8430000000001,49600.0
53,port2.python3-2.problem1.5.csv,1.8580754145415905,570.66,40700.0
54,port2.python3-3.problem2.7.csv,1.1886156085290631,94.44200000000001,2490.0
55,port2.python3-5.problem3.4.csv,1.1215654467679652,124.67200000000001,17900.0
56,port2.python3-1.problem4.4.csv,1.0705715192228893,679.22,19200.0
57,port2.python3-1.problem4.6.csv,1.0705715192228893,678.995,18800.0
58,port2.python3-1.problem4.7.csv,1.0705715192228893,678.933,18700.0
59,port2.python3-1.problem4.15.csv,1.0705715192228893,674.572,16200.0
60,port2.python3-4.problem5.18.csv,1.2546200839367256,3.677,74.1
61,port2.python3-6.problem5.19.csv,1.544799229687318,2.919666666666666,48.5
62,port2.python3-5.problem6.13.csv,1.0,182.75900000000001,12000.0
63,port2.python3-5.problem6.16.csv,1.0,183.53900000000002,12000.0
64,port2.python3-5.problem6.19.csv,1.0,177.111,11500.0
65,port2.python3-6.problem6.15.csv,1.3256452438003559,576.293,13000.0
66,port2.php-1.problem0.20.csv,0.8205729468392715,502.444,11800.0
67,port2.php-1.problem0.19.csv,0.8205729468392715,512.942,12000.0
68,port2.php-2.problem0.2.csv,0.7909945200616675,497.417,13200.0
69,port2.php-2.problem0.7.csv,0.7909945200616675,489.66900000000004,12900.0
70,port2.php-2.problem0.13.csv,0.7909945200616675,493.023,11700.0
71,port2.php-2.problem0.19.csv,0.7909945200616675,492.046,11800.0
72,port2.php-2.problem0.18.csv,0.7909945200616675,493.338,11800.0
73,port2.php-2.problem0.8.csv,0.7909945200616675,501.171,13300.0
74,port2.php-3.problem0.6.csv,1.2727358063036893,961.326,25000.0
75,port2.php-1.problem1.2.csv,0.8847655201203273,1768.3570000000002,47100.0
76,port2.php-1.problem1.3.csv,0.8847655201203273,1758.8829999999998,43200.0
77,port2.php-1.problem1.7.csv,0.8847655201203273,1759.859,44500.0
78,port2.php-1.problem1.14.csv,0.8847655201203273,1760.338,38300.0
79,port2.php-3.problem1.22.csv,1.6050586576565475,106.823,15000.0
80,port2.php-2.problem2.7.csv,1.928092210812542,205.041,5700.0
81,port2.php-3.problem2.3.csv,1.6334085898599293,75.452,2090.0
82,port2.php-4.problem2.1.csv,1.2099337716980765,36.41,947.0
83,port2.php-4.problem2.2.csv,1.2099337716980765,35.759,970.0
84,port2.php-4.problem2.9.csv,1.2099337716980765,36.351,984.0
85,port2.php-1.problem3.20.csv,1.521751323718489,588.534,13400.0
86,port2.php-3.problem4.6.csv,0.9608915717563791,384.974,10600.0
87,port2.php-3.problem4.11.csv,0.9608915717563791,387.957,10700.0
88,port2.php-1.problem5.21.csv,2.232891958016259,0.5507142857142857,9.58
89,port2.php-2.problem5.1.csv,0.6877579284570842,0.4503571428571429,9.99
90,port2.php-2.problem5.13.csv,0.6877579284570842,0.3995714285714286,7.89
91,port2.php-2.problem6.4.csv,0.4603484466078036,254.72400000000002,6540.0
92,port2.php-2.problem6.12.csv,0.4603484466078036,254.50799999999998,6460.0
93,port2.php-3.problem6.7.csv,1.24774412400096,23.793000000000003,2650.0
94,port2.php-3.problem6.4.csv,1.24774412400096,23.138,2780.0
95,port2.cs-3.problem0.2.csv,1.1327342835221517,55.941,2080.0
96,port2.cs-4.problem0.8.csv,1.1846399691334224,23.615,900.0
97,port2.cs-4.problem0.13.csv,1.1846399691334224,24.756,826.0
98,port2.cs-4.problem0.16.csv,1.1846399691334224,24.57,817.0
99,port2.cs-1.problem1.3.csv,1.5192741490317683,58.912,1440.0
100,port2.cs-2.problem1.18.csv,1.8452000916952955,49.255,980.0
101,port2.cs-3.problem1.1.csv,1.3109643655443064,12.342,1370.0
102,port2.cs-6.problem1.3.csv,2.1615721118935176,6.627000000000001,809.0
103,port2.cs-1.problem2.1.csv,1.826022877585971,2.5356666666666667,138.0
104,port2.cs-3.problem2.20.csv,0.9700761224106452,3.0646666666666667,146.0
105,port2.cs-3.problem2.1.csv,0.9700761224106452,3.0886666666666667,143.0
106,port2.cs-1.problem3.14.csv,2.1411473170222117,2.2216666666666667,203.0
107,port2.cs-3.problem3.9.csv,1.1123199635393046,2.33275,225.0
108,port2.cs-3.problem3.16.csv,1.1123199635393046,2.5585,242.0
109,port2.cs-4.problem3.20.csv,1.3883439142083007,2.3396666666666666,201.0
110,port2.cs-5.problem3.5.csv,2.217539271990987,2.34025,271.0
111,port2.cs-2.problem4.2.csv,1.1477302665218978,12.874,286.0
112,port2.cs-2.problem4.5.csv,1.1477302665218978,12.984000000000002,298.0
113,port2.cs-3.problem4.2.csv,1.3317320241775472,12.276,271.0
114,port2.cs-4.problem4.21.csv,0.7379127115873835,8.693,154.0
115,port2.cs-5.problem4.1.csv,1.9372962950654384,12.665,266.0
116,port2.cs-6.problem4.10.csv,0.9863474373914376,12.343,249.0
117,port2.cs-6.problem4.12.csv,0.9863474373914376,12.364,248.0
118,port2.cs-6.problem4.5.csv,0.9863474373914376,12.065,241.0
119,port2.cs-8.problem4.4.csv,1.74464585346421,12.32,238.0
120,port2.cs-1.problem5.22.csv,1.6741345394750118,1.5107142857142857,23.6
121,port2.cs-2.problem5.17.csv,1.5371101698718752,1.4382857142857142,18.8
122,port2.cs-3.problem5.10.csv,0.8738403667296513,4.198,77.4
123,port2.cs-3.problem5.3.csv,0.8738403667296513,2.911666666666666,61.1
124,port2.cs-5.problem5.19.csv,1.464165967391868,1.8597142857142857,22.9
125,port2.cs-6.problem5.10.csv,1.321199264533746,1.4340000000000002,23.4
126,port2.cs-1.problem6.22.csv,0.8529424829548985,10.75,172.0
127,port2.cs-3.problem6.18.csv,1.8561366092204308,3.6125,2.87
128,port2.yarv-1.problem0.20.csv,1.1862557928112014,100.74799999999999,2380.0
129,port2.yarv-2.problem0.11.csv,0.833138756324752,101.429,2720.0
130,port2.yarv-2.problem0.17.csv,0.833138756324752,103.068,2390.0
131,port2.yarv-3.problem0.2.csv,0.9042096524333371,106.851,2830.0
132,port2.yarv-3.problem0.17.csv,0.9042096524333371,105.04299999999999,2410.0
133,port2.yarv-3.problem0.12.csv,0.9042096524333371,106.902,2830.0
134,port2.yarv-3.problem0.9.csv,0.9042096524333371,106.75,2860.0
135,port2.yarv-4.problem0.15.csv,0.8121418300424517,91.339,2190.0
136,port2.yarv-1.problem1.22.csv,1.7488175165903495,1752.116,37000.0
137,port2.yarv-2.problem1.6.csv,0.346673416654653,1884.765,47200.0
